id,id_short,display_name,works_api_url,h_index,works_count,country_code
https://openalex.org/A5125610127,A5125610127,Aakriti Kumar,https://api.openalex.org/works?filter=author.id:A5125610127,0.0,1.0,US
https://openalex.org/A5014647140,A5014647140,Aaron Clauset,https://api.openalex.org/works?filter=author.id:A5014647140,47.0,267.0,US
,,,,,,
https://openalex.org/A5039995516,A5039995516,Aaron Reeves,https://api.openalex.org/works?filter=author.id:A5039995516,48.0,254.0,GB
https://openalex.org/A5039072983,A5039072983,Aaron Schein,https://api.openalex.org/works?filter=author.id:A5039072983,8.0,39.0,US
https://openalex.org/A5064296964,A5064296964,Abdullah Almaatouq,https://api.openalex.org/works?filter=author.id:A5064296964,17.0,101.0,
https://openalex.org/A5046983868,A5046983868,Abhisek Dash,https://api.openalex.org/works?filter=author.id:A5046983868,5.0,39.0,
https://openalex.org/A5114386800,A5114386800,Abraham Israeli,https://api.openalex.org/works?filter=author.id:A5114386800,1.0,3.0,
https://openalex.org/A5112979870,A5112979870,Achim Edelmann,https://api.openalex.org/works?filter=author.id:A5112979870,1.0,7.0,
https://openalex.org/A5074354806,A5074354806,Ádám Stefkovics,https://api.openalex.org/works?filter=author.id:A5074354806,7.0,46.0,US
https://openalex.org/A5125730077,A5125730077,Adel Daoud,https://api.openalex.org/works?filter=author.id:A5125730077,0.0,2.0,
https://openalex.org/A5099120990,A5099120990,Adeline Clarke,https://api.openalex.org/works?filter=author.id:A5099120990,0.0,3.0,
https://openalex.org/A5011112366,A5011112366,Adiba Mahbub Proma,https://api.openalex.org/works?filter=author.id:A5011112366,2.0,12.0,
https://openalex.org/A5119911756,A5119911756,Adrien Letellier,https://api.openalex.org/works?filter=author.id:A5119911756,0.0,1.0,
https://openalex.org/A5015319043,A5015319043,Adriënne M. Mendrik,https://api.openalex.org/works?filter=author.id:A5015319043,14.0,43.0,NL
https://openalex.org/A5086011172,A5086011172,Agnieszka Czaplicka,https://api.openalex.org/works?filter=author.id:A5086011172,6.0,23.0,PL
https://openalex.org/A5037220308,A5037220308,Agnieszka Faleńska,https://api.openalex.org/works?filter=author.id:A5037220308,8.0,35.0,DE
https://openalex.org/A5067493080,A5067493080,Agostino Merico,https://api.openalex.org/works?filter=author.id:A5067493080,34.0,94.0,DE
https://openalex.org/A5109441296,A5109441296,Agustin Orozco,https://api.openalex.org/works?filter=author.id:A5109441296,1.0,6.0,US
https://openalex.org/A5115780938,A5115780938,Ahmet Furkan Un,https://api.openalex.org/works?filter=author.id:A5115780938,0.0,2.0,ES
https://openalex.org/A5087593137,A5087593137,Aimee E. Smith,https://api.openalex.org/works?filter=author.id:A5087593137,2.0,6.0,AU
https://openalex.org/A5103180781,A5103180781,Akhil Arora,https://api.openalex.org/works?filter=author.id:A5103180781,7.0,29.0,
https://openalex.org/A5055931257,A5055931257,Kameda Akihiro,https://api.openalex.org/works?filter=author.id:A5055931257,1.0,3.0,
https://openalex.org/A5125448304,A5125448304,Akiko Matsuo,https://api.openalex.org/works?filter=author.id:A5125448304,0.0,1.0,
https://openalex.org/A5018478540,A5018478540,Akira Matsui,https://api.openalex.org/works?filter=author.id:A5018478540,5.0,19.0,JP
https://openalex.org/A5121506531,A5121506531,Akrati Saxena,https://api.openalex.org/works?filter=author.id:A5121506531,0.0,9.0,NL
https://openalex.org/A5058731900,A5058731900,Alec Kirkley,https://api.openalex.org/works?filter=author.id:A5058731900,11.0,60.0,HK
https://openalex.org/A5008132739,A5008132739,Aleksandra Torbica,https://api.openalex.org/works?filter=author.id:A5008132739,35.0,190.0,IT
https://openalex.org/A5123994463,A5123994463,Alessandro Cortese,https://api.openalex.org/works?filter=author.id:A5123994463,0.0,2.0,
https://openalex.org/A5011228873,A5011228873,Alessandro Flammini,https://api.openalex.org/works?filter=author.id:A5011228873,61.0,243.0,US
https://openalex.org/A5047301239,A5047301239,Alessandro Galeazzi,https://api.openalex.org/works?filter=author.id:A5047301239,13.0,52.0,IT
https://openalex.org/A5018108132,A5018108132,Alessandro Lomi,https://api.openalex.org/works?filter=author.id:A5018108132,35.0,188.0,CH
https://openalex.org/A5032482559,A5032482559,Alessandro Pluchino,https://api.openalex.org/works?filter=author.id:A5032482559,32.0,218.0,IT
https://openalex.org/A5046449396,A5046449396,Alessandro Riboni,https://api.openalex.org/works?filter=author.id:A5046449396,14.0,53.0,FR
https://openalex.org/A5117865469,A5117865469,Alessia Galdeman,https://api.openalex.org/works?filter=author.id:A5117865469,1.0,2.0,DK
https://openalex.org/A5061900944,A5061900944,Alessia Melegaro,https://api.openalex.org/works?filter=author.id:A5061900944,41.0,136.0,IT
https://openalex.org/A5007875216,A5007875216,Alex Berke,https://api.openalex.org/works?filter=author.id:A5007875216,10.0,37.0,US
https://openalex.org/A5007830440,A5007830440,Alex Koch,https://api.openalex.org/works?filter=author.id:A5007830440,24.0,79.0,
https://openalex.org/A5007176508,A5007176508,Alex Pentland,https://api.openalex.org/works?filter=author.id:A5007176508,121.0,1001.0,RU
https://openalex.org/A5115861197,A5115861197,Alexander Hartland,https://api.openalex.org/works?filter=author.id:A5115861197,1.0,6.0,DE
https://openalex.org/A5032193283,A5032193283,Alexander Mintz,https://api.openalex.org/works?filter=author.id:A5032193283,1.0,2.0,
https://openalex.org/A5119600915,A5119600915,Alexandra Rottenkolber,https://api.openalex.org/works?filter=author.id:A5119600915,0.0,1.0,
https://openalex.org/A5054478253,A5054478253,Alexandra Segerberg,https://api.openalex.org/works?filter=author.id:A5054478253,14.0,38.0,SE
https://openalex.org/A5018986925,A5018986925,Alexandre Bovet,https://api.openalex.org/works?filter=author.id:A5018986925,15.0,84.0,
https://openalex.org/A5080030270,A5080030270,Alexandre G. Evsukoff,https://api.openalex.org/works?filter=author.id:A5080030270,20.0,126.0,BR
https://openalex.org/A5093992721,A5093992721,Alexandria Leto,https://api.openalex.org/works?filter=author.id:A5093992721,1.0,4.0,
https://openalex.org/A5020591202,A5020591202,Alexi Quintana Mathé,https://api.openalex.org/works?filter=author.id:A5020591202,1.0,5.0,MX
https://openalex.org/A5002402434,A5002402434,Ali Salloum,https://api.openalex.org/works?filter=author.id:A5002402434,5.0,20.0,SY
https://openalex.org/A5000760201,A5000760201,Ali Tafti,https://api.openalex.org/works?filter=author.id:A5000760201,15.0,62.0,IR
https://openalex.org/A5067953991,A5067953991,Aliakbar Akbaritabar,https://api.openalex.org/works?filter=author.id:A5067953991,12.0,57.0,DE
https://openalex.org/A5017332030,A5017332030,Alina Herderich,https://api.openalex.org/works?filter=author.id:A5017332030,4.0,20.0,AT
https://openalex.org/A5117815526,A5117815526,Alisa Kanganis,https://api.openalex.org/works?filter=author.id:A5117815526,0.0,2.0,
https://openalex.org/A5087471530,A5087471530,Allison Koenecke,https://api.openalex.org/works?filter=author.id:A5087471530,10.0,47.0,US
https://openalex.org/A5031514121,A5031514121,Almog Simchon,https://api.openalex.org/works?filter=author.id:A5031514121,10.0,51.0,IL
https://openalex.org/A5058939619,A5058939619,Alvin Zhou,https://api.openalex.org/works?filter=author.id:A5058939619,18.0,66.0,US
https://openalex.org/A5052432924,A5052432924,Amal Labbouz,https://api.openalex.org/works?filter=author.id:A5052432924,0.0,1.0,DE
https://openalex.org/A5030987696,A5030987696,Amir Ghasemian,https://api.openalex.org/works?filter=author.id:A5030987696,10.0,26.0,IR
https://openalex.org/A5003121162,A5003121162,Amir Goldberg,https://api.openalex.org/works?filter=author.id:A5003121162,18.0,79.0,US
https://openalex.org/A5066951068,A5066951068,Amir Tohidi Kalorazi,https://api.openalex.org/works?filter=author.id:A5066951068,0.0,1.0,
https://openalex.org/A5078609284,A5078609284,AmirEmad Ghassami,https://api.openalex.org/works?filter=author.id:A5078609284,11.0,66.0,
https://openalex.org/A5025218700,A5025218700,Amit Goldenberg,https://api.openalex.org/works?filter=author.id:A5025218700,30.0,171.0,US
https://openalex.org/A5001076668,A5001076668,Amr Hilal,https://api.openalex.org/works?filter=author.id:A5001076668,5.0,23.0,US
https://openalex.org/A5002205400,A5002205400,Amy L. Murphy,https://api.openalex.org/works?filter=author.id:A5002205400,36.0,190.0,IT
https://openalex.org/A5020523042,A5020523042,Ana Ma. Paniagua-Mercado,https://api.openalex.org/works?filter=author.id:A5020523042,6.0,6.0,MX
https://openalex.org/A5018089491,A5018089491,Ana Vranić,https://api.openalex.org/works?filter=author.id:A5018089491,3.0,15.0,PT
https://openalex.org/A5126562654,A5126562654,Anastasia Giachanou,https://api.openalex.org/works?filter=author.id:A5126562654,0.0,1.0,
https://openalex.org/A5114170447,A5114170447,Anastasia Golovin,https://api.openalex.org/works?filter=author.id:A5114170447,1.0,2.0,DE
https://openalex.org/A5024468323,A5024468323,Anastasia Menshikova,https://api.openalex.org/works?filter=author.id:A5024468323,2.0,6.0,SE
https://openalex.org/A5077871284,A5077871284,Anastassia Vybornova,https://api.openalex.org/works?filter=author.id:A5077871284,5.0,23.0,DK
https://openalex.org/A5009838386,A5009838386,Anca Balietti,https://api.openalex.org/works?filter=author.id:A5009838386,2.0,19.0,DE
https://openalex.org/A5020418858,A5020418858,Anders Giovanni Møller,https://api.openalex.org/works?filter=author.id:A5020418858,5.0,14.0,DK
https://openalex.org/A5111510233,A5111510233,Anders Weile Larsen,https://api.openalex.org/works?filter=author.id:A5111510233,1.0,4.0,
https://openalex.org/A5112747990,A5112747990,Anding Wang,https://api.openalex.org/works?filter=author.id:A5112747990,3.0,12.0,CN
https://openalex.org/A5076698573,A5076698573,Andrea Bamberg Migliano,https://api.openalex.org/works?filter=author.id:A5076698573,35.0,112.0,
https://openalex.org/A5109802080,A5109802080,Andrea Baronchelli,https://api.openalex.org/works?filter=author.id:A5109802080,0.0,1.0,
https://openalex.org/A5117345727,A5117345727,Andrea Baños-Ramos,https://api.openalex.org/works?filter=author.id:A5117345727,0.0,2.0,ES
https://openalex.org/A5031499875,A5031499875,Andrea Civilini,https://api.openalex.org/works?filter=author.id:A5031499875,4.0,14.0,IT
https://openalex.org/A5102699008,A5102699008,Andrea Lo Sasso,https://api.openalex.org/works?filter=author.id:A5102699008,1.0,1.0,
https://openalex.org/A5097309638,A5097309638,Andrea Rapisarda,https://api.openalex.org/works?filter=author.id:A5097309638,0.0,1.0,
https://openalex.org/A5093402679,A5093402679,Andrea W Wen-Yi,https://api.openalex.org/works?filter=author.id:A5093402679,2.0,8.0,US
https://openalex.org/A5058732791,A5058732791,Andreas Bjerre-Nielsen,https://api.openalex.org/works?filter=author.id:A5058732791,10.0,32.0,DK
https://openalex.org/A5055990297,A5055990297,Andreas Flache,https://api.openalex.org/works?filter=author.id:A5055990297,41.0,235.0,NL
https://openalex.org/A5053529497,A5053529497,Andreas Kaltenbrunner,https://api.openalex.org/works?filter=author.id:A5053529497,27.0,134.0,ES
https://openalex.org/A5109007175,A5109007175,Andreas Maier,https://api.openalex.org/works?filter=author.id:A5109007175,10.0,49.0,DE
